id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18477728,for world traveler and backpacker,13660126,Pierre,Treptow - Köpenick,Köpenick-Süd,52.42101472450506,13.588491989550494,Private room,33,2,0,,,1,358
18478528,Cosy and quiet flat in Friedrichshain,59467923,Jana,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5238906641805,13.44641765173938,Entire home/apt,53,2,34,2018-10-04,1.92,1,153
18480471,Two room flat in a quite but central neighbourhood,128199397,Ivo,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.50948091243532,13.44807098939437,Entire home/apt,49,7,1,2017-06-01,0.06,1,0
18480578,Spacious apartment in Friedrichshain with two cats,6422343,Mareike,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50589899485859,13.471297461234633,Entire home/apt,100,14,0,,,1,276
18480715,My friends always say: Oh wow!,76628529,Thomas,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49690303857345,13.446571584009416,Private room,60,2,47,2018-10-28,2.66,1,151
18480734,Spacious Apartment in the heart of Berlin,127840652,Jan,Pankow,Prenzlauer Berg Süd,52.53037112158324,13.430908604458343,Entire home/apt,84,3,62,2018-11-04,3.39,1,327
18481055,Spacious and most sunny room with a grand view,2281098,Karol,Pankow,Prenzlauer Berg Süd,52.53431682546269,13.435604695172945,Private room,50,2,12,2018-10-01,0.84,1,0
18484216,2 Zimmer Wohnung Lichtenberg / Friedrichshain,34714015,Teresa,Lichtenberg,Alt-Lichtenberg,52.52013177120631,13.476699052868709,Entire home/apt,70,1,0,,,1,0
18486265,Cozy room in bright top-floor Berlin apartment!,14515311,Natalia,Mitte,Osloer Straße,52.558146575402105,13.387146821084238,Private room,25,2,26,2018-11-04,2.3,1,79
18495002,Stylish Apartment in Top Location,21132222,Laura,Mitte,Alexanderplatz,52.50947769391857,13.42249369005827,Entire home/apt,42,1,7,2018-10-01,0.41,1,0
18496642,Cool room in ruhiger Lage von Neukölln,128351530,Brigitte,Neukölln,Reuterstraße,52.48763076653118,13.441586413835036,Private room,20,1,124,2018-11-03,6.84,1,110
18497595,Penthouseroom above the roofs of Neukölln Berlin,128360168,David,Neukölln,Britz,52.452669021493456,13.439988203848973,Private room,35,2,4,2018-04-06,0.22,1,0
18498259,Lovely room in top floor apartment in Neukölln.,3887575,Camille,Neukölln,Neuköllner Mitte/Zentrum,52.46858578569046,13.43365140145407,Private room,29,4,18,2017-10-02,0.99,2,128
18499073,Lichtdurchflutetes Appartment mitten in Mitte,46436827,Christoph,Mitte,Alexanderplatz,52.52243078938146,13.384082505219151,Entire home/apt,100,1,3,2017-08-10,0.17,1,0
18501701,Cosy apartment in the city center,115174424,Claudia,Pankow,Prenzlauer Berg Nordwest,52.5508457278726,13.404463193685912,Entire home/apt,58,2,2,2017-05-29,0.11,1,0
18502588,3 room design flat in the center of Berlin,68622662,Sali,Neukölln,Schillerpromenade,52.47663445834798,13.424158377483527,Entire home/apt,78,2,2,2017-07-08,0.11,1,0
18502978,Central situated accomodation with morning sun,128407269,Indira,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50891000745768,13.465802017211328,Private room,29,3,13,2018-10-24,0.73,1,69
18506283,Ausgestattetes Zimmer,5315888,Henning,Neukölln,Reuterstraße,52.48492576366764,13.43850496394249,Private room,25,4,6,2017-10-03,0.34,1,0
18506475,In the heart of Kreuzberg - Private Room,18718315,Gisela,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50037125680117,13.418914533458585,Private room,50,2,21,2018-10-15,1.38,2,28
18506873,Apartment im Prenzlauer Berg III,103469630,Frank,Pankow,Prenzlauer Berg Nordwest,52.55004511827361,13.413625804033265,Entire home/apt,59,5,84,2018-11-02,4.84,3,219
18512476,Modern Apartment in Berlin Mitte,17257996,Andreas,Mitte,Alexanderplatz,52.52733735752799,13.407559590017566,Private room,80,1,1,2017-05-06,0.05,1,0
18513056,Quiet Oasis in Buzzing Neukölln with Breakfast,50382442,Ramona,Neukölln,Rixdorf,52.48301585506327,13.446940748812231,Entire home/apt,41,2,3,2017-06-04,0.16,1,0
18515849,Cosy Flat in Berlin Friedrichshain,13354469,Laury,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52366254384321,13.450005847040144,Private room,70,1,34,2018-09-01,1.87,1,88
18516077,Mitten in Berlin mit eigenem Garten!,43680669,Larissa,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50430235500627,13.414468462989836,Private room,139,3,7,2018-01-02,0.4,1,10
18517360,Beautiful sunny room in kreuzberg,128533775,Nico,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49300629482211,13.400851827491143,Private room,40,7,20,2018-10-23,1.13,1,252
18519552,Entire Flat in Friedrichshain,33558198,Elena,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51465924733561,13.458320870353225,Entire home/apt,52,2,2,2018-03-14,0.25,1,0
18519704,Cozy apartment in center Berlin,48549359,Lise,Pankow,Helmholtzplatz,52.540102581383415,13.416948539173845,Entire home/apt,138,9,0,,,1,177
18520860,Cozy Big Room in Fhain,22786220,Leoni,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.521837427320285,13.45545675166541,Private room,21,3,0,,,1,37
18521477,Schönes Zimmer mit gutem Standard in Gartenoase,1057527,Ursula,Marzahn - Hellersdorf,Kaulsdorf,52.52611593015103,13.609645662287662,Private room,35,2,57,2018-10-22,3.19,1,191
18522311,wild wedding,10890259,Francesca,Mitte,Parkviertel,52.54840565931613,13.351334627469315,Private room,27,1,5,2018-02-11,0.29,1,0
18522938,Cozy travellers home with breakfast near FU,2876431,Isabell,Steglitz - Zehlendorf,Schloßstr.,52.46475806002757,13.315150058617816,Private room,55,1,7,2017-11-05,0.41,1,94
18523375,Central stylish sunny 2br fireplace+wifi+park+art,8226656,Miriam,Pankow,Pankow Zentrum,52.56728008298987,13.392608986226785,Entire home/apt,36,60,0,,,1,159
18523824,gemütliches Schlafzimmer für zwei Personen,39956410,Camilla,Mitte,Osloer Straße,52.56037152424074,13.375990879230493,Private room,22,2,4,2017-06-27,0.22,1,0
18524158,Romantic Style Apartment Berlin near Subway,2569632,Catharina,Treptow - Köpenick,Dammvorstadt,52.45716261520204,13.581636571960477,Entire home/apt,100,2,30,2018-08-29,1.75,2,342
18524317,A nice place to be,127088495,Marie,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49413541476625,13.333774659171072,Private room,35,1,3,2017-05-27,0.16,2,279
18526080,Beautiful sun filled bedroom in hip Wedding,128606835,Lou,Mitte,Wedding Zentrum,52.55398045527686,13.364968763729545,Private room,30,2,5,2018-04-14,0.29,1,0
18529618,Quiet studio Apartment in the center of Berlin,54202482,Tavy,Pankow,Prenzlauer Berg Süd,52.532296012921485,13.42891793921236,Entire home/apt,55,1,6,2017-05-17,0.33,1,0
18530935,"Style, Space and Comfort in Friedrichshain",17412512,Maria,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51389775643073,13.46514062450793,Entire home/apt,120,2,73,2018-11-05,4.07,1,333
18531487,Svaneke - Landhausstil in Berlin,128658391,Silvia,Treptow - Köpenick,Altglienicke,52.40111598003247,13.546399845987624,Entire home/apt,150,2,0,,,1,178
18532332,Nice room with balcony 1 people in Wedding Berlin,128210044,Naoya,Mitte,Parkviertel,52.55489448076474,13.346761992921484,Private room,20,1,0,,,1,0
18534283,nice room located at the Spree river bank,65332545,Jo Jakob,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51870443629596,13.31849715673853,Private room,21,4,1,2017-05-05,0.05,1,0
18534945,Family Apartment in Ku´damm,128676811,Yield,Charlottenburg-Wilm.,Kurfürstendamm,52.50330766252237,13.332352324113945,Private room,189,1,11,2018-09-24,0.62,1,167
18543253,Cozy Apartment  - Xmas - New Year,1237647,Nat,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5139032944148,13.3181449865781,Entire home/apt,40,2,17,2018-04-20,0.93,3,0
18543592,Wunderschöner Altbau Im Wedding 60qm,79312888,Songül,Mitte,Wedding Zentrum,52.54060626227614,13.351580815482926,Entire home/apt,75,2,8,2018-11-03,0.49,2,324
18543793,Nice students flat sharing in the heart of Berlin!,124273613,Valerie,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49926575949068,13.44183241545145,Private room,55,3,0,,,1,0
18543905,Wohnen im Herzen vom Wedding,79312888,Songül,Mitte,Wedding Zentrum,52.540635431314094,13.351960147122606,Entire home/apt,80,2,28,2018-10-17,1.59,2,344
18544567,Cosy room in a colourful student flat,101094727,Charlotte,Mitte,Parkviertel,52.54674771779176,13.35607755102029,Private room,23,21,10,2018-03-25,0.59,1,0
18545150,"Zimmer Nähe Hauptbahnhof, Berlin-Mitte, Moabit",6070708,Layla,Mitte,Moabit Ost,52.52474876405222,13.35062231064484,Private room,59,2,102,2018-10-27,5.72,1,168
18545407,Nice Room for 1 or 2 people in Berlin/Wedding,128733471,Gregor,Mitte,Wedding Zentrum,52.5425973912052,13.350687103850596,Private room,18,1,4,2017-08-21,0.22,1,0
18546362,"Berlin, 100m2 Altbau in Wilmersdorf",113966149,Héctor,Charlottenburg-Wilm.,Düsseldorfer Straße,52.489235714330185,13.307719324935816,Entire home/apt,90,1,3,2018-08-20,1.03,1,0
18546388,Quiet & comfortable room in Berlin-Friedrichshain,7769957,Frederic,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.526437790847794,13.452449411080751,Private room,24,3,9,2018-10-28,0.49,1,9
18546940,Hippster Hängeflat,14241430,Laura,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52136580553581,13.454082856733198,Private room,35,1,1,2017-05-05,0.05,1,0
18547011,26m2 studio in a good neighborhood,20984105,Stephan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49397180915244,13.383521469826912,Entire home/apt,45,1,132,2018-11-04,7.2,1,108
18547476,Nice & light room perfect located & close to Mitte,128752284,Tim,Mitte,Wedding Zentrum,52.54213139211208,13.349373097453045,Private room,30,3,4,2017-07-17,0.23,1,0
18553253,Kreuzkölln best location !!!!!,15506870,Berlin,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49447681318241,13.425508778421078,Entire home/apt,44,63,0,,,6,310
18553636,Lovely family home,23665064,Christiane,Neukölln,Neuköllner Mitte/Zentrum,52.48367977804466,13.427930089550438,Entire home/apt,70,14,1,2018-08-18,0.37,1,52
18554324,Preiswerte Unterkunft für Berlinbesucher,128813691,Herbert,Pankow,Karow,52.62079903312896,13.487193405709135,Private room,27,2,17,2018-09-30,0.92,1,354
18554927,Beautiful Penthouse with Terrace in B Schöneberg,768705,Daniel,Tempelhof - Schöneberg,Schöneberg-Süd,52.48816323092193,13.351686549462354,Private room,107,4,18,2018-10-16,1.11,1,19
18555040,Spacious room with private balcony,6617554,Aron,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5109275224124,13.46838574667422,Private room,30,6,51,2018-10-02,2.86,1,21
18556500,Traumwohnung mit Blick auf die Spree,13088127,Mithra,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49692303616936,13.469231183300648,Entire home/apt,70,14,0,,,1,0
18556555,cosy private room +kitchen +balcony,128821620,Malika,Reinickendorf,Ost 2,52.56989756929465,13.354636491723817,Private room,29,28,15,2018-09-30,0.83,1,0
18556613,"Spacious, sunny room in Berlin, near Potsdam",26789692,Martina,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.42110894781756,13.15337114530448,Private room,50,1,10,2018-09-30,0.57,1,116
18557133,Two Room - City Center - TradeFair ICC - Shopping,1237647,Nat,Mitte,Moabit West,52.52678236494966,13.33663942768946,Entire home/apt,75,2,48,2018-10-18,2.62,3,47
18557535,Ruhige Altbauwohnung in Schöneberg-Zentrum,24953404,Ekaterina,Tempelhof - Schöneberg,Schöneberg-Süd,52.482214912106784,13.35899815574831,Private room,35,3,10,2018-09-18,0.56,1,360
18558104,Beautiful apartment in central location,2683134,Tim,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51130186500405,13.467794637387566,Entire home/apt,65,2,23,2018-11-03,1.32,2,0
18559846,Beautifully designed 2-bedroom luxury in Kreuzberg,2003641,Christoph,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49014510736708,13.376927429930989,Entire home/apt,95,3,91,2018-10-23,5.06,1,21
18560993,Große Wohnung im Prenzl-Berg,128856545,Rolf,Pankow,Prenzlauer Berg Nordwest,52.54467724444304,13.412370507617114,Entire home/apt,57,6,0,,,1,159
18561065,comfortable room,128857200,Fabian,Neukölln,Reuterstraße,52.48652223558941,13.432109039778483,Private room,34,1,1,2017-06-03,0.06,1,0
18561176,Cozy Room in comfortable 80qm flat,59073111,Konstantin,Reinickendorf,West 4,52.5652868247941,13.325169919451488,Private room,10,1,82,2018-10-30,4.6,3,16
18561468,"Zimmer in ""Schnurrender"" Gesellschaft",26514080,Melanie,Lichtenberg,Neu Lichtenberg,52.50228570591195,13.493122809271284,Private room,17,2,21,2018-09-20,1.16,1,89
18561872,Luminosa habitación privada,105584089,Juan,Pankow,Weißensee,52.547810948654,13.45040809485556,Private room,25,5,1,2017-05-13,0.06,1,364
18571851,168qm2 luxuriöses Designer Loft in Kreuzberg,22837630,Ben,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49892391031279,13.445145789308524,Entire home/apt,250,3,27,2018-11-06,1.66,1,139
18573539,Spacious 2 room apartment in Prenzlauerberg,6572385,Adam,Pankow,Prenzlauer Berg Nord,52.551124132238776,13.417667246206555,Entire home/apt,62,5,1,2017-05-09,0.05,1,0
18575707,22m² Zimmer im schönen Prenzlauer Berg,55965188,Kubilay,Pankow,Prenzlauer Berg Nord,52.55238245348368,13.415998713097288,Private room,29,1,16,2017-08-13,0.87,1,0
18576343,central sweet hause,113251886,Lu,Charlottenburg-Wilm.,Kantstraße,52.51112921749675,13.309965463126067,Private room,43,1,0,,,1,0
18576754,Vermiete mein Bett im Stuckzimmer Berlin,31097099,Vanessa,Pankow,Prenzlauer Berg Nord,52.549060816448126,13.429110465061042,Shared room,56,1,32,2018-10-14,1.82,3,364
18577195,"Large, high-ceilinged and sunny room in Neukölln",128980228,Marta,Neukölln,Neuköllner Mitte/Zentrum,52.47633058351455,13.438666367849832,Private room,40,3,16,2018-08-21,0.99,2,3
18579300,Wonderful altbau room,52201553,Johan Philippe,Mitte,Osloer Straße,52.5525399907078,13.38422269818262,Private room,32,1,1,2017-05-21,0.06,1,0
18586882,Boat Cabin,4259960,Sébastien,Pankow,Helmholtzplatz,52.54096103729714,13.422737982642632,Private room,14,1,135,2018-10-28,7.64,4,11
18589340,Room in beautiful Charlottenburg,128746106,Alexander,Charlottenburg-Wilm.,Mierendorffplatz,52.52618416109109,13.30630613936777,Private room,30,3,4,2017-10-02,0.29,1,0
18590589,Idyllic Room near Freie Universität,41407704,Curt,Steglitz - Zehlendorf,Zehlendorf  Nord,52.46438184356226,13.290909812827271,Private room,49,1,25,2018-09-28,1.39,1,310
18590827,Sunny and spacious room with a balcony in Neukölln,19326373,John,Neukölln,Rixdorf,52.47875558856855,13.444050538504548,Private room,25,8,7,2018-10-28,0.4,1,125
18590850,Small Room between Potsdam and Berlin,22167812,Thomas  Und Bettina,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.43001202838624,13.188769635992427,Private room,30,1,9,2018-11-06,0.53,2,76
18590937,Nice room with a balcony...,36653792,Caren,Neukölln,Schillerpromenade,52.47728176746208,13.423479042438876,Private room,45,1,2,2018-05-20,0.27,2,279
18591937,Quiet and cute room,52147903,Ngoc Anh,Lichtenberg,Friedrichsfelde Nord,52.511445841587786,13.504482688384645,Private room,12,3,1,2017-05-20,0.06,3,0
18592222,Neukölln - nice room with private balcony,129104282,Claudia,Neukölln,Rixdorf,52.47989968273063,13.44505975425612,Private room,35,1,18,2017-09-15,0.99,1,0
18592924,Grünes Berlin im Südwesten,22167812,Thomas  Und Bettina,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.4302123143738,13.189971236757303,Private room,49,1,1,2018-08-20,0.37,2,85
18594441,3 floor house full equipped with garden + terrace,40923349,Christian,Steglitz - Zehlendorf,Schloßstr.,52.46253573274803,13.311242626713955,Entire home/apt,150,2,3,2017-06-24,0.17,5,0
18594688,"cosy room, excellently located in Kreuzberg",129124979,Annette,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.497587018560175,13.384276427509905,Private room,37,2,44,2018-10-25,2.47,1,16
18595452,Bright Cozy Room Near Warschauer Str./ River Spree,125848147,Patrick,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49977961075601,13.459094445370562,Private room,35,2,3,2018-10-15,1.36,1,0
18596391,Charming and cosy room in perfect location,48135956,Katharina,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48887887011745,13.42357300868,Private room,25,2,2,2017-09-07,0.13,1,0
18596403,Outstanding private room in the heart of Berlin,129139920,Tom,Tempelhof - Schöneberg,Schöneberg-Nord,52.49339818283251,13.353391562322646,Private room,38,1,11,2018-10-13,0.65,2,21
18596542,Haus mit großem Garten 20 Minuten vom Alex,50248574,Petra,Pankow,Blankenfelde/Niederschönhausen,52.58340399186111,13.410128056762971,Entire home/apt,150,3,10,2018-10-08,0.57,1,27
18596890,Large room in the heart of Berlin,33369659,Philine,Mitte,Wedding Zentrum,52.55252288679247,13.36547202297686,Private room,40,1,4,2018-02-09,0.36,1,39
18605069,Ku'damm at its best,129212521,Bobby,Charlottenburg-Wilm.,Kurfürstendamm,52.49947967727845,13.315067015366926,Private room,30,1,29,2018-10-07,1.62,1,12
18605350,Geräumiges Zimmer im Herzen Berlins,129209491,Laurent,Mitte,Wedding Zentrum,52.5421319900738,13.35148398895882,Private room,28,1,8,2018-04-26,0.45,1,0
18605817,Loft with atmosphere (102 sqm.)  Fully equipped,20475915,Sven,Tempelhof - Schöneberg,Schöneberg-Süd,52.48015600736965,13.348161332476764,Entire home/apt,145,2,87,2018-11-04,4.87,1,71
18605976,"Calm, bright room in Neukölln",59624172,Anna,Neukölln,Rixdorf,52.47846490354346,13.44786417166228,Private room,15,1,15,2018-10-11,0.83,1,163
18609213,Big cozy room in Berlin - 15 min to center,115790786,Pascal / Dennis,Tempelhof - Schöneberg,Mariendorf,52.44652161891141,13.38442285574704,Private room,39,2,64,2018-10-07,3.58,6,294
18610898,Authentisch. Urban. Mittendrin.,110474863,Peggy,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50466507962769,13.408679534234944,Private room,40,2,37,2018-11-03,2.15,1,59
18610999,Private Room in Central City West / 5,116125052,Frank,Charlottenburg-Wilm.,Schloß Charlottenburg,52.515966562180886,13.29408264406188,Private room,29,1,61,2018-10-22,3.41,7,350
18612501,Cozy 110sqm apartment in Prenzlauer Berg,12184950,Marc,Pankow,Prenzlauer Berg Südwest,52.53935739002784,13.414192323983553,Entire home/apt,165,2,20,2018-09-02,1.13,1,0
18612697,Double room and kangaroos in Berlin,49435601,Svenja,Tempelhof - Schöneberg,Marienfelde,52.42035748459902,13.36627505411745,Private room,0,1,26,2018-10-07,1.43,1,124
18613349,Central Apt at Graefekiez (Kreuzberg),127670604,Sigrid Johanna Elisabeth,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492370561481394,13.41545079501453,Entire home/apt,45,20,5,2018-02-13,0.29,2,0
18613495,Good vibes only. Hippe Wohnung in Kreuzberg.,33640189,Kathi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48672998282738,13.422585889704909,Entire home/apt,100,10,7,2018-06-11,0.4,2,3
18614171,Kreuzberg-Loft im Szene-Kiez Köpenicker Straße.,64027043,Antoinette,Mitte,Alexanderplatz,52.511230633057686,13.424515615281344,Private room,60,1,16,2018-11-04,0.91,1,161
18614570,Gemütliches Zimmer in 3-er WG in Neukölln,122000716,Jacqueline,Neukölln,Schillerpromenade,52.47980186483642,13.425336659659395,Private room,25,2,10,2017-11-23,0.55,2,0
18614746,studio | central | green | quiet | Kreuzberg,44504297,Mark,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49181187877268,13.434902829627148,Entire home/apt,32,58,1,2017-08-31,0.07,1,280
18621895,Central and safe -big room with balcony-,7085812,Lucio,Mitte,Tiergarten Süd,52.50480827314159,13.346171856535566,Private room,55,6,2,2018-10-02,0.67,3,49
18622261,Bright bedroom in the coolest area -Friedrichshain,129369114,Lara,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509681413775446,13.459421353165242,Private room,27,2,9,2017-12-22,0.49,2,0
18622954,Sunny room with balkony in Neukölln,55523729,Janine & Turgay,Neukölln,Rixdorf,52.47806382560448,13.445307974948143,Private room,39,2,9,2018-11-03,0.5,1,21
18623451,A room in the east,129376208,James,Treptow - Köpenick,Alt  Treptow,52.49059032669496,13.453575500280047,Private room,35,2,17,2017-12-31,0.95,1,0
18623628,Perfect located Style Apartment in Friedrichshain,596097,Michael,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51490414624391,13.456057928741028,Entire home/apt,109,2,39,2018-10-21,2.38,5,344
18625088,Apartment in Berlin City West,20079788,Max,Tempelhof - Schöneberg,Schöneberg-Nord,52.50094522151552,13.353181680320052,Entire home/apt,40,2,85,2018-10-15,4.82,2,72
18625166,Big and comfy Room with Balcony in the best area,11937513,Veronica,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49475447508258,13.394273988111356,Private room,35,3,2,2018-10-18,0.24,2,6
18630307,Cosy room near the airport,7495619,Rose,Treptow - Köpenick,Oberschöneweide,52.46209899646364,13.522039885555657,Private room,15,2,15,2018-11-01,0.86,2,0
18631472,Cosy Room with fair price in Neukölln | 3-4 weeks,4291571,Marcus,Neukölln,Neuköllner Mitte/Zentrum,52.478361749542685,13.438052666988105,Private room,26,20,0,,,1,0
18632006,lovely & cozy apartment near City West Centre,53459732,Pawel,Charlottenburg-Wilm.,Düsseldorfer Straße,52.48952783425917,13.306659468816203,Entire home/apt,50,2,28,2018-09-18,1.55,2,37
18632802,Light & spacious family home,3814480,Benjamin,Steglitz - Zehlendorf,Zehlendorf  Nord,52.44481978407838,13.26814547279414,Entire home/apt,170,6,2,2017-09-01,0.14,1,30
18634149,Altbauzimmer Moabit,44603754,Juliana,Mitte,Moabit Ost,52.53175378656362,13.350594922678106,Private room,25,7,3,2018-08-14,0.17,1,279
18634197,Wonderful light and cosy room in Akazienkiez,5576645,Kayra,Tempelhof - Schöneberg,Schöneberg-Süd,52.4882540802716,13.354755112719705,Private room,30,4,4,2018-02-19,0.22,1,0
18634433,Cute budget studio in a former dairy shop,1482081,Ralph,Mitte,Osloer Straße,52.55046413760387,13.38593671266246,Entire home/apt,39,1,65,2018-10-26,3.69,5,307
18641674,Calm & luxury apartment (70m2) at the Berlin Wall,20814193,Mimi,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50312218331692,13.45393308786234,Entire home/apt,109,1,81,2018-10-30,4.55,1,69
18642062,"cozy bedroom, central spot",16167807,Tommaso Edoardo,Neukölln,Reuterstraße,52.48785592513406,13.42589843699522,Private room,43,2,2,2017-08-12,0.12,1,0
18642574,Authentic Berlin Experience in modern & hip flat,2124971,Thorben,Mitte,Parkviertel,52.54608952545005,13.3465889059347,Entire home/apt,85,2,10,2017-10-16,0.56,1,0
18644219,Large Room in cosy apartment in hip area of Berlin,18213830,David,Neukölln,Schillerpromenade,52.48299172481675,13.422965757444446,Private room,32,5,45,2018-09-22,2.55,1,125
18645009,Bright flat at Helmholtzplatz (Prenzlauer Berg),23815502,Dominik,Pankow,Helmholtzplatz,52.543066002937735,13.419400806040544,Entire home/apt,64,2,16,2018-10-28,0.91,1,8
18646694,Appartment in the green Niederschönhausen,55770346,Markus,Pankow,Blankenfelde/Niederschönhausen,52.586475496874286,13.401171706491429,Entire home/apt,45,3,3,2017-09-18,0.18,1,125
18646765,Central Garden in Mitte Berlin • 140 sqm • 6 P,95886146,Alcyone,Mitte,Brunnenstr. Süd,52.53032033843158,13.389235567695104,Entire home/apt,80,1,116,2018-10-27,6.48,4,193
18647343,"Stylish & Cosy Apartment in Berlin, 3 rooms !!!",27952946,Katrin,Lichtenberg,Neu Lichtenberg,52.510453075296944,13.49855837069198,Entire home/apt,120,2,46,2018-09-23,2.57,12,285
18648025,Big and cosy apartment in Prenzlauerberg,90266080,Andrea,Pankow,Prenzlauer Berg Südwest,52.53446761654035,13.419996236778328,Private room,120,2,12,2018-10-20,0.68,1,79
18648630,cosy three room appartment with balcony,129578737,Maisun,Treptow - Köpenick,Alt  Treptow,52.48910667701289,13.452408861254558,Private room,30,5,0,,,1,0
18649143,"3 room Apart, TXL Airport, Kidsroom in Grean Area",17021170,Basak,Mitte,Parkviertel,52.55222882690514,13.337156912721332,Private room,69,2,21,2018-10-31,1.19,1,84
18649149,Cozy transit space in Kreuzberg,8194642,Susanne,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49922430164606,13.414816175999109,Shared room,26,2,50,2018-10-14,2.75,1,1
18650614,Schöne 5-Zimmer-Wohnung in Kreuzberg Markthalle IX,129597733,Kimon,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50279382226813,13.432672760174926,Entire home/apt,150,5,12,2018-10-26,0.68,1,35
18652962,"Bohemian, cozy room in the best part of Neukölln",20753472,Leonie,Neukölln,Neuköllner Mitte/Zentrum,52.46867668711273,13.43714941833164,Private room,35,3,29,2018-10-29,1.64,1,25
18653503,Nice little flat in Prenzlauer Berg,34750962,Matthias,Pankow,Prenzlauer Berg Nord,52.54457440113584,13.43247806047626,Entire home/apt,45,2,7,2017-06-25,0.39,2,0
18654103,New apartment in Charlottenburg,109270105,Mauro,Charlottenburg-Wilm.,Charlottenburg Nord,52.53544330620103,13.28435326912772,Entire home/apt,36,60,0,,,7,188
18659168,Beautiful big room with balcony near Mauerpark,14257186,Christiane,Pankow,Prenzlauer Berg Nordwest,52.54826916140825,13.403396933958463,Private room,41,2,21,2018-10-28,1.18,1,27
18659334,Superb Guest Suite in Berlin's Historic Diplomatic Quarter,129674043,Christoph,Pankow,Schönholz/Wilhelmsruh/Rosenthal,52.57156888027759,13.396984982837022,Entire home/apt,95,3,74,2018-11-04,4.18,1,289
18659651,Economy for 8 near Potsdamerplatz,90818742,Boris,Mitte,Tiergarten Süd,52.50220227126079,13.36344194740747,Entire home/apt,95,2,33,2018-10-21,1.82,2,12
18660864,Cosy Room in Neukölln flatshare,129683899,Jannik,Neukölln,Neuköllner Mitte/Zentrum,52.482517861252,13.431817078297795,Private room,25,1,0,,,1,0
18661271,Bright & cozy apartment near Prenzlauer Berg,41841446,Deria,Pankow,Pankow Süd,52.55544895227655,13.418751899136902,Entire home/apt,50,5,4,2017-08-07,0.22,1,0
18662353,Modern apartment in the center of Berlin,16472366,Jannik,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52077763217007,13.43308479043978,Entire home/apt,99,2,23,2018-10-27,1.34,1,9
18664344,Bright & Quiet Room In New Designer Apartment,13072011,Mads,Neukölln,Reuterstraße,52.48467356029956,13.435684967808228,Private room,59,3,2,2017-10-30,0.12,1,0
18665307,"Cozy, quite and sunny room in Friedrichshain!",40507990,Juljia-Emanuela,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.499232481069264,13.459150387044389,Private room,28,4,1,2017-05-28,0.06,1,11
18667764,Cosy boheme room in shared flat / P-Berg,129739225,Michelle,Pankow,Prenzlauer Berg Nord,52.5459440460414,13.427956015814344,Private room,25,14,5,2017-06-16,0.27,1,0
